"opportunityId","clusterId","recommendedPageTitle","recommendedSlug","primaryKeyword","supportingKeywordCount","supportingKeywords","pageType","intent","overlap_route","overlap_sourceFile","overlap_matchedTokens","overlap_baseTokenCount","overlap_overlapRatio","score","sb_serviceFitHint","sb_buyerIntentHint","sb_localIntentHint","sb_clusterDepth","sb_modifierStrength","sb_existingOverlapPenalty","sb_dataCompleteness","rationale","recommendedNextAction"
"o-793","c-743","Five Below Employee Handbook","five-below-employee-handbook","five below employee handbook","0","","pillar","general","","","","","","5","3","0","0","0","0","0","2","Priority heuristic 5. Signals: intent=general, pageType=pillar, keywords=1, volumeData=supplied, existingOverlap=0. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
"o-794","c-745","Five Star Senior Living Employee Handbook","five-star-senior-living-employee-handbook","five star senior living employee handbook","0","","pillar","general","","","","","","5","3","0","0","0","0","0","2","Priority heuristic 5. Signals: intent=general, pageType=pillar, keywords=1, volumeData=supplied, existingOverlap=0. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
"o-795","c-746","Fleet Farm Employee Handbook","fleet-farm-employee-handbook","fleet farm employee handbook","0","","pillar","general","","","","","","5","3","0","0","0","0","0","2","Priority heuristic 5. Signals: intent=general, pageType=pillar, keywords=1, volumeData=supplied, existingOverlap=0. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
"o-796","c-747","Flex N Gate Employee Handbook","flex-n-gate-employee-handbook","flex n gate employee handbook","0","","pillar","general","","","","","","5","3","0","0","0","0","0","2","Priority heuristic 5. Signals: intent=general, pageType=pillar, keywords=1, volumeData=supplied, existingOverlap=0. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
"o-797","c-748","Flynn Restaurant Group Employee Handbook","flynn-restaurant-group-employee-handbook","flynn restaurant group employee handbook","0","","pillar","general","","","","","","5","3","0","0","0","0","0","2","Priority heuristic 5. Signals: intent=general, pageType=pillar, keywords=1, volumeData=supplied, existingOverlap=0. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
"o-798","c-749","Fmla Employee Handbook","fmla-employee-handbook","fmla employee handbook","0","","pillar","general","","","","","","5","3","0","0","0","0","0","2","Priority heuristic 5. Signals: intent=general, pageType=pillar, keywords=1, volumeData=supplied, existingOverlap=0. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
"o-799","c-750","Food Less Employee Handbook","food-4-less-employee-handbook","food 4 less employee handbook","0","","pillar","general","","","","","","5","3","0","0","0","0","0","2","Priority heuristic 5. Signals: intent=general, pageType=pillar, keywords=1, volumeData=supplied, existingOverlap=0. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
"o-800","c-752","Forrest General Hospital Employee Handbook","forrest-general-hospital-employee-handbook","forrest general hospital employee handbook","0","","pillar","general","","","","","","5","3","0","0","0","0","0","2","Priority heuristic 5. Signals: intent=general, pageType=pillar, keywords=1, volumeData=supplied, existingOverlap=0. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
"o-801","c-753","Foster Farms Employee Handbook","foster-farms-employee-handbook","foster farms employee handbook","0","","pillar","general","","","","","","5","3","0","0","0","0","0","2","Priority heuristic 5. Signals: intent=general, pageType=pillar, keywords=1, volumeData=supplied, existingOverlap=0. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
"o-802","c-754","Four Seasons Health Care Employee Handbook","four-seasons-health-care-employee-handbook","four seasons health care employee handbook","0","","pillar","general","","","","","","5","3","0","0","0","0","0","2","Priority heuristic 5. Signals: intent=general, pageType=pillar, keywords=1, volumeData=supplied, existingOverlap=0. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
"o-804","c-757","Freeport Mcmoran Employee Handbook","freeport-mcmoran-employee-handbook","freeport mcmoran employee handbook","0","","pillar","general","","","","","","5","3","0","0","0","0","0","2","Priority heuristic 5. Signals: intent=general, pageType=pillar, keywords=1, volumeData=supplied, existingOverlap=0. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
"o-805","c-758","Freshco Employee Handbook","freshco-employee-handbook","freshco employee handbook","0","","pillar","general","","","","","","5","3","0","0","0","0","0","2","Priority heuristic 5. Signals: intent=general, pageType=pillar, keywords=1, volumeData=supplied, existingOverlap=0. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
"o-806","c-759","Fresno Unified Employee Handbook","fresno-unified-employee-handbook","fresno unified employee handbook","0","","pillar","general","","","","","","5","3","0","0","0","0","0","2","Priority heuristic 5. Signals: intent=general, pageType=pillar, keywords=1, volumeData=supplied, existingOverlap=0. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
"o-807","c-760","Friendly S Employee Handbook","friendly-s-employee-handbook","friendly's employee handbook","0","","pillar","general","","","","","","5","3","0","0","0","0","0","2","Priority heuristic 5. Signals: intent=general, pageType=pillar, keywords=1, volumeData=supplied, existingOverlap=0. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
"o-809","c-763","Fry S Food Employee Handbook","fry-s-food-employee-handbook","fry's food employee handbook","0","","pillar","general","","","","","","5","3","0","0","0","0","0","2","Priority heuristic 5. Signals: intent=general, pageType=pillar, keywords=1, volumeData=supplied, existingOverlap=0. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
"o-810","c-764","Funny Employee Handbook Rules","funny-employee-handbook-rules","funny employee handbook rules","0","","pillar","general","","","","","","5","3","0","0","0","0","0","2","Priority heuristic 5. Signals: intent=general, pageType=pillar, keywords=1, volumeData=supplied, existingOverlap=0. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
"o-811","c-765","G4s Employee Handbook","g4s-employee-handbook","g4s employee handbook","0","","pillar","general","","","","","","5","3","0","0","0","0","0","2","Priority heuristic 5. Signals: intent=general, pageType=pillar, keywords=1, volumeData=supplied, existingOverlap=0. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
"o-812","c-766","Gabe S Employee Handbook","gabe-s-employee-handbook","gabe's employee handbook","0","","pillar","general","","","","","","5","3","0","0","0","0","0","2","Priority heuristic 5. Signals: intent=general, pageType=pillar, keywords=1, volumeData=supplied, existingOverlap=0. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
"o-813","c-767","Gannett Employee Handbook","gannett-employee-handbook","gannett employee handbook","0","","pillar","general","","","","","","5","3","0","0","0","0","0","2","Priority heuristic 5. Signals: intent=general, pageType=pillar, keywords=1, volumeData=supplied, existingOverlap=0. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
"o-814","c-768","Gate Gourmet Employee Handbook","gate-gourmet-employee-handbook","gate gourmet employee handbook","0","","pillar","general","","","","","","5","3","0","0","0","0","0","2","Priority heuristic 5. Signals: intent=general, pageType=pillar, keywords=1, volumeData=supplied, existingOverlap=0. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
"o-816","c-770","Gcps Employee Handbook","gcps-employee-handbook","gcps employee handbook","0","","pillar","general","","","","","","5","3","0","0","0","0","0","2","Priority heuristic 5. Signals: intent=general, pageType=pillar, keywords=1, volumeData=supplied, existingOverlap=0. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
"o-817","c-771","Gdit Employee Handbook","gdit-employee-handbook","gdit employee handbook","0","","pillar","general","","","","","","5","3","0","0","0","0","0","2","Priority heuristic 5. Signals: intent=general, pageType=pillar, keywords=1, volumeData=supplied, existingOverlap=0. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
"o-818","c-772","Ge Aviation Employee Handbook","ge-aviation-employee-handbook","ge aviation employee handbook","0","","pillar","general","","","","","","5","3","0","0","0","0","0","2","Priority heuristic 5. Signals: intent=general, pageType=pillar, keywords=1, volumeData=supplied, existingOverlap=0. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
"o-819","c-773","Geico Employee Handbook","geico-employee-handbook","geico employee handbook","0","","pillar","general","","","","","","5","3","0","0","0","0","0","2","Priority heuristic 5. Signals: intent=general, pageType=pillar, keywords=1, volumeData=supplied, existingOverlap=0. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
"o-820","c-774","General Mills Employee Handbook","general-mills-employee-handbook","general mills employee handbook","0","","pillar","general","","","","","","5","3","0","0","0","0","0","2","Priority heuristic 5. Signals: intent=general, pageType=pillar, keywords=1, volumeData=supplied, existingOverlap=0. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
"o-821","c-775","General Motors Employee Handbook","general-motors-employee-handbook","general motors employee handbook","0","","pillar","general","","","","","","5","3","0","0","0","0","0","2","Priority heuristic 5. Signals: intent=general, pageType=pillar, keywords=1, volumeData=supplied, existingOverlap=0. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
